;Register address;Field;Type;Accuracy;Unit;Min;Max;Read/Write;Remarks;User;;;
Reactive power Parameter (0x0980-0x09BF);;;;;;;;;;;;;
;0980;ReactiveConfig;U16;;;;;RW;"Bit0：enable reactive power
Bit1-3：reactive power mode
Bit8：enable, reactive mode 3 (voltage mode )";Installer;;;
;0981;PowerFactor;I16;0,0001;;-10000;10000;RW;power factor, by using reactive mode 1 to calculate Tanphi;Installer;;;
;0982;FixedReactivePercentage;I16;0,01;%;-6000;6000;RW;fixed percentage pf reactive power, calculate the reactive power by using reactive mode 2 ;Installer;;;
;0983;ReactiveCos1;I16;0,0001;;-10000;10000;RW;For reactive mode 3，the 1st point power factor ;Installer;;;
;0984;ReactivedynamicValue1;I16;1;%;-100;100;RW;For reactive mode 3, the 1st point power percentage;Installer;;;
;0985;ReactiveCos2;I16;0,0001;;-10000;10000;RW;For reactive mode 3，the 2nd point power factor ;Installer;;;
;0986;ReactivedynamicValue2;I16;1;%;-100;100;RW;For reactive mode 3, the 2nd point power percentage;Installer;;;
;0987;ReactiveCos3;I16;0,0001;;-10000;10000;RW;For reactive mode 3，the 3rd point power factor ;Installer;;;
;0988;ReactivedynamicValue3;I16;1;%;-100;100;RW;For reactive mode 3, the 3rd point power percentage;Installer;;;
;0989;ReactiveCos4;I16;0,0001;;-10000;10000;RW;For reactive mode 3，the 4th point power factor ;Installer;;;
;098A;ReactivedynamicValue4;I16;1;%;-100;100;RW;For reactive mode 3, the 4th point power percentage;Installer;;;
;098B;LockinV;U16;1;%;0;200;RW;For reactive mode 3，the lochinV voltage percentage ;Installer;;;
;098C;LockoutV;U16;1;%;0;200;RW;For reactive mode 3，the lochoutV voltage percentage ;Installer;;;
;098D;HighVoltStartValue4;U16;1;%;0;200;RW;For reactive mode 4, the percentage of higher voltage start up point ;Installer;;;
;098E;HighVoltEndValue4;U16;1;%;0;200;RW;For Reactive mode 4, the percentage of higher voltage ending point ;Installer;;;
;098F;LowVoltStartValue4;U16;1;%;0;200;RW;for reactive mode 4 ,the percentage of lower voltage start up point;Installer;;;
;0990;LowVoltEndValue4;U16;1;%;0;200;RW;For reactive mode 4, the percentage  of lower voltage ending point;Installer;;;
;0991;LockinPower4;U16;1;%;0;100;RW;For reactive mode 4 ，Lockinpower percentage ;Installer;;;
;0992;LockoutPower4;U16;1;%;0;100;RW;For Reactive mode 4，Lockout power percentage ;Installer;;;
;0993;MaxLeadingReactivePower4;U16;0,01;%Pn;0;10000;RW;for Reactive mode 4 , The max reactive power percentage;Installer;;;
;0994;ReactiveResponseWaitTime4;U16;10;ms;0;65535;RW;For Reactive mode 4, waiting time for reactive power response;Installer;;;
;0995;ReactivePowerOffset4;I16;0,01;%Qmax;-10000;10000;RW;For Reactive mode4, reactive power offset value ;Installer;;;
;0996;ReactivePowerStart4;U16;0,01;%Pn;-10000;10000;RW;For reactive mode 4, the percentage of reactive power (higher voltage start point);Installer;;;
;0997;HighVoltStartValue5;U16;1;%;0;200;RW;For reactive mode 5, the percentage of higher voltage start up point ;Installer;;;
;0998;HighVoltEndValue5;U16;1;%;0;200;RW;For Reactive mode 5, the percentage of higher voltage ending point ;Installer;;;
;0999;LowVoltStartValue5;U16;1;%;0;200;RW;for reactive mode 5 ,the percentage of lower voltage start up point;Installer;;;
;099A;LowVoltEndValue5;U16;1;%;0;200;RW;For reactive mode 5, the percentage  of lower voltage ending point;Installer;;;
;099B;LockinPower5;U16;1;%;0;100;RW;For reactive mode 5 ，Lockinpower percentage ;Installer;;;
;099C;LockoutPower5;U16;1;%;0;100;RW;For Reactive mode 5，Lockout power percentage ;Installer;;;
;099D;MaxReactivePower5;U16;0,01;%;0;10000;RW;for Reactive mode 5 , The max reactive power percentage;Installer;;;
;099E;ReactiveResponseWaitTime5;U16;10;ms;0;65535;RW;For Reactive mode 5, waiting time for reactive power response;Installer;;;
;099F;PhaseType;U16;;;0;2;RW;"For Reactive mode 6 ，phase type
0：no Reactive power 
1：lagging 
2：leading ";Installer;;;
;09A0;ReactiveResponsePeriod;U16;1;Second;1;65535;RW;for reactive mode （1、2、3、4、5、6）adjust the time period for reactive power mode;Installer;;;
;09A1;MaxLaggingReactivePower4;U16;0,01;%Pn;0;10000;RW;Reactive power mode four, the maximum lagging reactive power percentage;Installer;;;
;09A2;;;;;;;;;;;;
;09A3;;;;;;;;;;;;
;09A4;;;;;;;;;;;;
;09A5;;;;;;;;;;;;
;09A6;;;;;;;;;;;;
;09A7;;;;;;;;;;;;
;09A8;;;;;;;;;;;;
;09A9;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Voltage ride through Parameter (0x09C0-0x09FF);;;;;;;;;;;;;
;09C0;VRTConfig;U16;;;;;RW;"Bit0：LVRT enable bit
Bit1：OVRT enable bit 
Bit2：0 current mode enable bot
BIt3：Keep reactive current before VRT
Bit8-11：VRT current calculation Mode";Installer;;;
;09C1;LvrtInVolt;U16;1;%;0;65535;RW;The Voltage percentage (start point,LVRT);Installer;;;
;09C2;LvrtFirstPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (1st point, LVRT);Installer;;;
;09C3;LvrtFirstPointTime;U16;1;ms;0;65535;RW;Time for 1st point ,LVRT;Installer;;;
;09C4;LvrtSecondPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (2ND point, LVRT);Installer;;;
;09C5;LvrtSecondPointTime;U16;1;ms;0;65535;RW;Time for 2nd point ,LVRT;Installer;;;
;09C6;LvrtThirdPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (3rd point, LVRT);Installer;;;
;09C7;LvrtThirdPointTime;U16;1;ms;0;65535;RW;Time for 3rd point ,LVRT;Installer;;;
;09C8;LvrtFourthPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (4th point, LVRT);Installer;;;
;09C9;LvrtFourthPointTime;U16;1;ms;0;65535;RW;Time for 4th point ,LVRT;Installer;;;
;09CA;LvrtReactiveCurrentCoefficientK;U16;0,1;p.u.;0;65535;RW;Reactive Current Coefficient (K），LVRT;Installer;;;
;09CB;LvrtWaitingTimeAfterVoltageRecovery;U16;1;ms;0;65535;RW;Waiting time after LVRT Recovery;Installer;;;
;09CC;LvrtPowerBackRate;U16;1;%Pn/min;1;300;RW;Power reload rate  (back from LVRT);Installer;;;
;09CD;OvrtInVlot;U16;1;%;0;65535;RW;The Voltage percentage (start point,OVRT);Installer;;;
;09CE;OvrtFirstPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (1st point, OVRT);Installer;;;
;09CF;OvrtFirstPointTime;U16;10;ms;0;65535;RW;Time for 1st point ,OVRT;Installer;;;
;09D0;OvrtSecondPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (2ND point, OVRT);Installer;;;
;09D1;OvrtSecondPointTime;U16;10;ms;0;65535;RW;Time for 2nd point ,OVRT;Installer;;;
;09D2;OvrtThirdPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (3rd point, OVRT);Installer;;;
;09D3;OvrtThirdPointTime;U16;10;ms;0;65535;RW;Time for 3rd point ,OVRT;Installer;;;
;09D4;OvrtFourthPointVolt;U16;1;%;0;65535;RW;the voltage percentage  (4th point, OVRT);Installer;;;
;09D5;OvrtFourthPointTime;U16;10;ms;0;65535;RW;Time for 4th point ,OVRT;Installer;;;
;09D6;OvrtReactiveCurrentCoefficientK;U16;0,1;p.u.;0;65535;RW;Reactive Current Coefficient (K），OVRT;Installer;;;
;09D7;OvrtWaitingTimeAfterVoltageRecovery;U16;1;ms;0;65535;RW;Waiting time after OVRT Recovery;Installer;;;
;09D8;OvrtPowerBackRate;U16;1;%Pn/min;1;300;RW;Power reload rate  (back from OVRT);Installer;;;
;09D9;ZeroCurrentModeInLowVolt;U16;1;%;0;65535;RW;the percentage to low voltage mode from  zero current mode;Installer;;;
;09DA;ZeroCurrentModeInHighVolt;U16;1;%;0;65535;RW;the percentage to high voltage mode from zero current mode;Installer;;;
;09DB;LvrtOutVolt;U16;1;%;0;65535;RW;the voltage percentage for LVRT EXIST;Installer;;;
;09DC;LvrtIqVoltStart;U16;1;%;0;65535;RW;The starting point, voltage percentage for  reactive current calculation(LVRT);Installer;;;
;09DD;OvrtOutVolt;U16;1;%;0;65535;RW;the voltage percentage for OVRT EXIST;Installer;;;
;09DE;OvrtIqVoltStart;U16;1;%;0;65535;RW;The starting point, voltage percentage for  reactive current calculation(0VRT);Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
islanding、GFCI、ISO Parameter (0x0A00-0x0A3F);;;;;;;;;;;;;
;0A00;IslandConfig;U16;;;;;RW;Bit0：ISLANDING ENABLE BIT;Installer;;;
;0A01;GFCIConfig;U16;;;;;RW;Bit0：GFCI enable bit;Installer;;;
;0A02;ISOConfig;U16;;;;;RW;"Bit0：Insulation Resistance testing enable bit
Bit1：ground Testing enable bit";Installer;;;
;0A03;InsulationProtectionValue;U16;1;kΩ;30;65535;RW;Insulation resistance Value;Installer;;;
;0A04;IsoLeakageCurrentLimit;U16;1;mA;1;50;RW;leakage current limit , PV to ground;Installer;;;
;0A05;GFCILimit;U16;1;mA/kVA;1;50;RW;Leakage current limit（not to public , can not make change）;Installer;;;
;0A06;;;;;;;;;;;;
;0A07;;;;;;;;;;;;
;0A08;;;;;;;;;;;;
;0A09;;;;;;;;;;;;
;0A0A;;;;;;;;;;;;
;0A0B;;;;;;;;;;;;
;0A0C;;;;;;;;;;;;
;0A0D;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARC (0x0A40-0x0A7F);;;;;;;;;;;;;
;0A40;;;;;;;;;Installer;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Paranters setting (0x1000-0x17FF);;;;;;;;;;;;;
Basic Parameter Configuration (0x1000-0x10FF);;;;;;;;;;;;;
;1000;AddressMask_Config_Basic1;U64;;;;;R;"Each Character in this field, will verify the validity of 64 addresses. Bit4 represents the address where the highest bit address of this field plus 1,                                                             0 means invalid; 1 means valid.";End User;;;
;1001;;;;;;;;;End User;;;
;1002;;;;;;;;;End User;;;
;1003;;;;;;;;;End User;;;
;1004;SysTimeConfig_Year;U16;;Year;0;99;RW;System time -year,Actual year=2000+values in Register;End User;;;
;1005;SysTimeConfig_Month;U16;;Month;1;12;RW;System time-Month;End User;;;
;1006;SysTimeConfig_Date;U16;;date;1;31;RW;System time-Date;End User;;;
;1007;SysTimeConfig_Hour;U16;;Hour;0;23;RW;System time -Hour;End User;;;
;1008;SysTimeConfig_Minute;U16;;Minute;0;59;RW;System Time -Minutes;End User;;;
;1009;SysTimeConfig_Second;U16;;Second;0;59;RW;System Time-Second;End User;;;
;100A;SysTimeConfig_Control;U16;;;1;1;RW;"Input value is 1, the value of shadow register in system time will upgrade to the real time. It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect";End User;;;
;100B;RS485Config_Address;U16;;;1;247;RW;RS 485 configuration- communication address;End User;;;
;100C;RS485Config_Baud;U16;;;0;4;RW;"RS485 Baud Rate Selection
0：4800bps
1：9600bps（Default）
2：19200bps
3：38400bps
4：57600bps";End User;;;
;100D;RS485Config_StopBit;U16;;;0;2;RW;"RS485Stop bit selection；
0：1bit stop bit（Default）
1：1.5 bit stop bit
2：2bit stop bit";End User;;;
;100E;RS485Config_ParityBit;U16;;;0;4;RW;"RS485 check bit selection；
0：No Check/None（Default）
1：Even
2：Odd
3：HIgh/Mark
4：Low/Space";End User;;;
;100F;RS485Config_Control;U16;;;1;1;RW;"Input value is 1, the value of shadow register in system time will upgrade to the real time. It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect";End User;;;
;1010;PV_InputMode_Config;U16;;;0;1;RW;PV input Mode Selection  0: Parallel Mode 1:Independent mode ;End User;;;
;1011;InputType_Channel0_Config;U16;;;0;255;RW;"0 Type input channel Selection
Value ""0"" mean current input power supply are  not available
Vale Between ""1～127"" mean current input power supply by PV；
Value between ""128~255"" mean input power supply by battery；
If we got two or  more than two values , and all values bogger than 0, it mean input power supply by PV & Battery ";End User;;;
;1012;InputType_Channel1_Config;U16;;;0;255;RW;;Installer;;;
;1013;InputType_Channel2_Config;U16;;;0;255;RW;;Installer;;;
;1014;InputType_Channel3_Config;U16;;;0;255;RW;;Installer;;;
;1015;InputType_Channel4_Config;U16;;;0;255;RW;;Installer;;;
;1016;InputType_Channel5_Config;U16;;;0;255;RW;;Installer;;;
;1017;InputType_Channel6_Config;U16;;;0;255;RW;;Installer;;;
;1018;InputType_Channel7_Config;U16;;;0;255;RW;;Installer;;;
;1019;InputType_Channel8_Config;U16;;;0;255;RW;;Installer;;;
;101A;InputType_Channel9_Config;U16;;;0;255;RW;;Installer;;;
;101B;InputType_Channel10_Config;U16;;;0;255;RW;;Installer;;;
;101C;InputType_Channel11_Config;U16;;;0;255;RW;;Installer;;;
;101D;InputType_Channel12_Config;U16;;;0;255;RW;;Installer;;;
;101E;InputType_Channel13_Config;U16;;;0;255;RW;;Installer;;;
;101F;InputType_Channel14_Config;U16;;;0;255;RW;;Installer;;;
;1020;InputType_Channel15_Config;U16;;;0;255;RW;;Installer;;;
;1021;InputType_Control;U16;;;1;1;RW;"Input value is 1, the value of shadow register in system time will upgrade to the real time. It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect";Installer;;;
;1022;SafetyUpdateFromUSB_Control;U16;;;1;1;RW;"Input value is 1, the value of shadow register in system time will upgrade to the real time. It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect";Installer;;;
;1023;AntiReflux_Control;U16;;;0;2;RW;Reflux Power control       input value 0, disable the reflux power     input value 1, power reflux enable with minimum power among the three phase      input value 2, power reflux enable with meaning value;Installer;;;
;1024;AntiReflux_Power;U16;100;W;0;65535;RW;Reflux power;Installer;;;
;1025;IVCurveScan_Control;U16;;;0;1;RW;IV curve scan control;Installer;;;
;1026;IVCurveScan_Period;U16;1;Minute;5;65535;RW;Iv Curve scan cycle;Installer;;;
;1027;IVCurveScan_Oneshot;U16;;;1;1;RW;"IV curve scan enable, input value 1, enable the I-V curve one time.  It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect ";Installer;;;
;1028;IVCurveScan_ReadChannel;U16;;;0;31;RW;Channel for IV curve scan return value. This register used to specify the PV channel corresponding to the return value of the IV curve scan result. ;Installer;;;
;1029;EPS_Control;U16;;;0;2;RW;Emergency Power supply    1: disable emergency power supply   2 enable emergency power supply ,disable cold start   3enable emergency power supply enable cold start;End User;;;
;102A;EPS_WaitTime;U16;1;Second;0;65535;RW;Waiting time for emergency power start (Reverse Function);End User;;;
;102B;BatteryActive_Control;U16;;;0;1;RW;Battery automatic activation;End User;;;
;102C;BatteryActive_Oneshot;U16;;;1;1;RW;"Battery active input value 1, enable the battery active one time.  It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect ";End User;;;
;102D;CT_Auto_Calibrate;U16;;;1;1;RW;"CT Calibration(Automatic) input value 1, enable the CT calibration one time.  It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect ";Installer;;;
;102E;Italy_AutoTest;U16;;;1;2;RW;"Italy automatic test
Write: Operate standard test;
0x0002: Operate quick test;
When reading, return the status of the last write operation:
0x0000: success
0x0001: Standard test is being operated
0x0002: Quick test is being operated
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter storage failed
0xFFFF: The operation failed, and the input parameters are incorrect ";Installer;;;
;102F;;U16;;;;;RW;;Installer;;;
;1030;EnergyStatistics_Date_Year;U16;1;Year;0;19;RW;"Register for statistics power return date. This register indicate specifics year of the returned energy data. Year refers to the Nth most recent year relative to the inverter system time. N is the register value.
0: the current year of the system time;
1: 1 year before the system time;  19：19 year before the system time";Installer;;;
;1031;EnergyStatistics_Date_Month;U16;1;Month;1;12;RW;Register for statistics power return date. This register indicate specifics month of the returned energy data;Installer;;;
;1032;EnergyStatistics_Date_Date;U16;1;date;1;31;RW;Register for statistics power return date. This register indicate specifics Day of the returned energy data;Installer;;;
;1033;EnergyStatistics_Config;U16;;;;;RW;"Register for statistics power return date.  High byte: the time setting of the returned data.
0x01: Every day, the first 24 data in the return area are valid;
0x02: Every month, the first 31 data in the return area are valid;
0x03: Every year, the first 12 data in the return area are valid;
0x04: life cycle, the first 20 data in the return area are valid;
Other: invalid.
Low byte: the setting of the returned data.
0x01: photovoltaic  generation;
0x02: load consumption;
0x03: electricity Purchased from Grid ;
0x04: electricity sold to grid;
0x05: battery charging power;
0x06: battery discharging  power;
Other: invalid. ";Installer;;;
;1034;Language;U16;;;0;65535;RW;Register for language setting;End User;;;
;1035;Parallel_Control;U16;;;0;2;RW;0: Disable the inverters' parallel function  1: Enable the inverters' parallel function;Installer;;;
